Name,Latitude,Longitude,Address,Hour Status
Austin Community College Eastview Campus,30.2678125,-97.7059375,"3401 Webberville Rd, Austin, TX 78702",[]
Dollar General,30.224937500000003,-97.5128125,"19301 FM 969, Webberville, TX 78653","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '24% busy at 8\u202fAM.', '20% busy at 9\u202fAM.', '24% busy at 10\u202fAM.', '31% busy at 11\u202fAM.', '41% busy at 12\u202fPM.', '60% busy at 1\u202fPM.', '68% busy at 2\u202fPM.', '72% busy at 3\u202fPM.', '61% busy at 4\u202fPM.', '48% busy at 5\u202fPM.', '44% busy at 6\u202fPM.', '53% busy at 7\u202fPM.', '57% busy at 8\u202fPM.', '40% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '12% busy at 8\u202fAM.', '15% busy at 9\u202fAM.', '28% busy at 10\u202fAM.', '31% busy at 11\u202fAM.', '35% busy at 12\u202fPM.', '41% busy at 1\u202fPM.', '56% busy at 2\u202fPM.', '68% busy at 3\u202fPM.', '78% busy at 4\u202fPM.', '84% busy at 5\u202fPM.', '79% busy at 6\u202fPM.', '69% busy at 7\u202fPM.', '49% busy at 8\u202fPM.', '28% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '18% busy at 8\u202fAM.', '14% busy at 9\u202fAM.', '20% busy at 10\u202fAM.', '17% busy at 11\u202fAM.', '25% busy at 12\u202fPM.', '34% busy at 1\u202fPM.', '47% busy at 2\u202fPM.', '63% busy at 3\u202fPM.', '81% busy at 4\u202fPM.', '94% busy at 5\u202fPM.', '81% busy at 6\u202fPM.', '71% busy at 7\u202fPM.', '61% busy at 8\u202fPM.', '46% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '19% busy at 8\u202fAM.', '32% busy at 9\u202fAM.', '29% busy at 10\u202fAM.', '32% busy at 11\u202fAM.', '28% busy at 12\u202fPM.', '26% busy at 1\u202fPM.', '35% busy at 2\u202fPM.', '48% busy at 3\u202fPM.', '74% busy at 4\u202fPM.', '84% busy at 5\u202fPM.', '86% busy at 6\u202fPM.', '72% busy at 7\u202fPM.', '50% busy at 8\u202fPM.', '23% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '24% busy at 8\u202fAM.', '16% busy at 9\u202fAM.', '18% busy at 10\u202fAM.', '17% busy at 11\u202fAM.', '29% busy at 12\u202fPM.', '30% busy at 1\u202fPM.', '41% busy at 2\u202fPM.', '55% busy at 3\u202fPM.', '75% busy at 4\u202fPM.', '100% busy at 5\u202fPM.', '93% busy at 6\u202fPM.', '83% busy at 7\u202fPM.', '61% busy at 8\u202fPM.', '43% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '24% busy at 8\u202fAM.', '32% busy at 9\u202fAM.', '33% busy at 10\u202fAM.', '22% busy at 11\u202fAM.', '25% busy at 12\u202fPM.', '31% busy at 1\u202fPM.', '46% busy at 2\u202fPM.', '53% busy at 3\u202fPM.', '65% busy at 4\u202fPM.', '76% busy at 5\u202fPM.', '85% busy at 6\u202fPM.', '76% busy at 7\u202fPM.', '57% busy at 8\u202fPM.', '30% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '10% busy at 8\u202fAM.', '16% busy at 9\u202fAM.', '24% busy at 10\u202fAM.', 'Currently 9% busy, usually 42% busy.', '56% busy at 12\u202fPM.', '74% busy at 1\u202fPM.', '82% busy at 2\u202fPM.', '81% busy at 3\u202fPM.', '78% busy at 4\u202fPM.', '77% busy at 5\u202fPM.', '78% busy at 6\u202fPM.', '79% busy at 7\u202fPM.', '68% busy at 8\u202fPM.', '52% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Premier High School - Austin Wells Branch,30.4379375,-97.6969375,"13801 Burnet Rd Ste. 300, Austin, TX 78727",[]
Jubilee Wells Branch,30.4573125,-97.6890625,"3711 Shoreline Dr, Austin, TX 78728",[]
Wells Branch Elementary,30.4449375,-97.6865625,"14650 Merrilltown Dr, Austin, TX 78728","['0% busy at 6\u202fAM.', '56% busy at 7\u202fAM.', '40% busy at 8\u202fAM.', '32% busy at 9\u202fAM.', '27% busy at 10\u202fAM.', '30% busy at 11\u202fAM.', '39% busy at 12\u202fPM.', '48% busy at 1\u202fPM.', '72% busy at 2\u202fPM.', '60% busy at 3\u202fPM.', '39% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '65% busy at 7\u202fAM.', '51% busy at 8\u202fAM.', '43% busy at 9\u202fAM.', '31% busy at 10\u202fAM.', '30% busy at 11\u202fAM.', '44% busy at 12\u202fPM.', '66% busy at 1\u202fPM.', '100% busy at 2\u202fPM.', '84% busy at 3\u202fPM.', '58% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '56% busy at 7\u202fAM.', '43% busy at 8\u202fAM.', '32% busy at 9\u202fAM.', '24% busy at 10\u202fAM.', '28% busy at 11\u202fAM.', '40% busy at 12\u202fPM.', '63% busy at 1\u202fPM.', '93% busy at 2\u202fPM.', '83% busy at 3\u202fPM.', '58% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '43% busy at 7\u202fAM.', '39% busy at 8\u202fAM.', '39% busy at 9\u202fAM.', '39% busy at 10\u202fAM.', '40% busy at 11\u202fAM.', '50% busy at 12\u202fPM.', '62% busy at 1\u202fPM.', '80% busy at 2\u202fPM.', '72% busy at 3\u202fPM.', '48% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '61% busy at 7\u202fAM.', '48% busy at 8\u202fAM.', '41% busy at 9\u202fAM.', '36% busy at 10\u202fAM.', '32% busy at 11\u202fAM.', '43% busy at 12\u202fPM.', '56% busy at 1\u202fPM.', '93% busy at 2\u202fPM.', '90% busy at 3\u202fPM.', '83% busy at 4\u202fPM.', '0% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Jubilee Wells Branch - Annex,30.4575625,-97.6916875,"15201 Burnet Rd, Austin, TX 78728",[]
Chaparral Star Academy,30.4379375,-97.6918125,"14046 Summit Dr, Austin, TX 78728",[]
Stepping Stone School Pflugerville,30.4338125,-97.6824375,"2001 Wells Branch Pkwy, Austin, TX 78728",[]
Northwest Elementary School,30.4320625,-97.6756875,"14014 Thermal Dr, Austin, TX 78728",[]
Wells Branch Community Library,30.4459375,-97.6758125,"15001 Wells Port Dr, Austin, TX 78728","['0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '0% busy at 10\u202fAM.', '0% busy at 11\u202fAM.', '0% busy at 12\u202fPM.', '37% busy at 1\u202fPM.', '50% busy at 2\u202fPM.', '49% busy at 3\u202fPM.', '41% busy at 4\u202fPM.', '25% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '38% busy at 10\u202fAM.', '50% busy at 11\u202fAM.', '47% busy at 12\u202fPM.', '47% busy at 1\u202fPM.', '45% busy at 2\u202fPM.', '52% busy at 3\u202fPM.', '51% busy at 4\u202fPM.', '50% busy at 5\u202fPM.', '44% busy at 6\u202fPM.', '31% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '28% busy at 10\u202fAM.', '38% busy at 11\u202fAM.', '38% busy at 12\u202fPM.', '40% busy at 1\u202fPM.', '40% busy at 2\u202fPM.', '46% busy at 3\u202fPM.', '50% busy at 4\u202fPM.', '51% busy at 5\u202fPM.', '46% busy at 6\u202fPM.', '33% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '35% busy at 10\u202fAM.', '39% busy at 11\u202fAM.', '38% busy at 12\u202fPM.', '38% busy at 1\u202fPM.', '38% busy at 2\u202fPM.', '42% busy at 3\u202fPM.', '43% busy at 4\u202fPM.', '45% busy at 5\u202fPM.', '38% busy at 6\u202fPM.', '28% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '16% busy at 10\u202fAM.', '26% busy at 11\u202fAM.', '33% busy at 12\u202fPM.', '36% busy at 1\u202fPM.', '39% busy at 2\u202fPM.', '37% busy at 3\u202fPM.', '38% busy at 4\u202fPM.', '45% busy at 5\u202fPM.', '41% busy at 6\u202fPM.', '38% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '27% busy at 10\u202fAM.', '40% busy at 11\u202fAM.', '42% busy at 12\u202fPM.', '42% busy at 1\u202fPM.', '44% busy at 2\u202fPM.', '47% busy at 3\u202fPM.', '45% busy at 4\u202fPM.', '39% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.', '0% busy at 6\u202fAM.', '0% busy at 7\u202fAM.', '0% busy at 8\u202fAM.', '0% busy at 9\u202fAM.', '89% busy at 10\u202fAM.', 'Currently 65% busy, usually 100% busy.', '93% busy at 12\u202fPM.', '74% busy at 1\u202fPM.', '72% busy at 2\u202fPM.', '74% busy at 3\u202fPM.', '66% busy at 4\u202fPM.', '47% busy at 5\u202fPM.', '0% busy at 6\u202fPM.', '0% busy at 7\u202fPM.', '0% busy at 8\u202fPM.', '0% busy at 9\u202fPM.', '0% busy at 10\u202fPM.', '0% busy at 11\u202fPM.']"
Valor North Austin,30.4319375,-97.6711875,"14200 N Interstate Hwy 35, Austin, TX 78728",[]
Fusion Academy Austin,30.2875625,-97.8161875,"4701 Bee Caves Rd STE 101, Austin, TX 78746",[]
Acton Academy West,30.2751875,-97.8043125,"3423 Bee Caves Rd, West Lake Hills, TX 78746",[]
Primrose School of West Lake Hills,30.2753125,-97.8039375,"3423 Bee Caves Rd Suite A, Austin, TX 78746",[]
Westlake High School Fields 1 & 2,30.2750625,-97.8118125,"West Lake Hills, TX 78746",[]
Guidepost Montessori at Westlake,30.2869375,-97.8159375,"4613B Bee Caves Rd, West Lake Hills, TX 78746",[]
Texas Private Schools Association,30.2976875,-97.8104375,"804 Ledgeway St W, West Lake Hills, TX 78746",[]
Westlake High School Robotics Building,30.2758125,-97.8114375,"1110 Westbank Dr, Austin, TX 78746",[]
The Schoolyard,30.2843125,-97.8124375,"4201 Bee Caves Rd, West Lake Hills, TX 78746",[]
