PrimaryIndex,Hour,EV_demand_pred,center,avg_volt
82,3,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,4,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,5,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,6,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,7,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,8,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,9,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,10,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,11,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,12,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,13,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,14,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,15,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,16,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,17,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,18,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,19,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,20,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,21,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,22,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
82,23,0.22320172,"(-10850830.816974942, 3560373.7526442404)",1.0132893565407257
83,0,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,1,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,2,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,3,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,4,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,5,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,6,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,7,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
83,8,0.17556222,"(-10850830.816974942, 3566673.7526442404)",1.009029451462926
